stem,stem_genders
SlezmapurIza,n
SlezmaBava,mfn
SlezmaBU,m
Slezmala,mfn
Slezmala,m
Slezmavat,mfn
SlezmavidagDa,mfn
SlezmavinASakft,mfn
SlezmavfdDi,f
SlezmaSoPa,m
SlezmasaMGAtaja,mfn
Slezmaha,m
Slezmahara,mfn
SlezmAgAra,n
SlezmAta,m
SlezmAtaka,m
SlezmAtakatvac,f
SlezmAtakaPala,n
SlezmAtakamaya,mfn
SlezmAtakavana,n
SlezmAtisAra,m
SlezmAtura,mfn
SlezmAntaka,mfn
SlezmAntaka,m
SlezmApihitalocana,mfn
SlezmASmarI,f
SlezmASru,n
SlezmAsrAva,m
Slezmin,m
SlezmopanAha,m
SlezmOjas,n
SlEzmika,mfn
Sloka,m
SlokakAra,m
SlokakAlanirRaya,m
Slokakft,mfn
SlokagOtama,m
SlokacaraRa,m
SlokatarpaRa,n
Slokatraya,n
Slokatva,n
SlokadIpikA,f
Slokadvaya,n
SlokadvayavyAKyA,f
SlokapaYcakavivaraRa,n
SlokabadDa,mfn
SlokaBU,mfn
SlokamAtra,n
Slokayantra,mfn
SlokavArttika,n
SlokasaMgraha,m
SlokasTAna,n
SlokABinayana,n
SlokArDa,m
SlokAvali,f
Slokin,mfn
Slokya,mfn
SloRa,mfn
SloRya,n
SvaHkAla,m
SvaHkraya,m
SvaHSreyasa,n
SvaHSreyasa,mfn
SvaHSva,n
SvaHsutyA,f
SvaHstotriya,n
Svaka,m
SvakaRwaka,m
SvakarRa,m
Svakizkin,mfn
SvakrIqin,mfn
SvakrIqin,m
SvaKarozwra,n
SvagaRa,m
SvagaRika,mfn
SvagaRika,m
SvagaRika,mf
SvagaRin,mfn
SvagaRin,m
SvagardaBa,n
SvagardaBapati,m
Svagraha,m
SvagrahagfhIta,mfn
SvagrahaprAyaScitta,n
SvaGnin,m
SvaGnI,f
Svacakra,n
SvacaRqAla,m
SvacaRqAla,n
SvacaryA,f
SvacillI,f
SvajAGanI,f
SvajIvana,mfn
SvajIvikA,f
SvajIvin,m
SvadaMzwraka,m
SvadaMzwrA,f
SvadaMzwrin,m
Svadayita,n
Svadfti,m
SvaDUrta,m
Svan,m
Svanakula,n
Svanara,m
Svanin,mfn
SvaniSa,n
SvanI,m
SvanvatI,f
Svapa,m
Svapac,m
Svapaca,mf
SvapacatA,f
Svapacatva,n
SvapacI,f
Svapati,m
Svapad,m
Svapada,n
SvapAka,m
SvapAkI,f
SvapAda,m
SvapAmana,m
SvapucCa,n
Svapozaka,m
SvaPala,m
SvaPala,n
SvaPalka,m
SvaBakza,mfn
SvaBakzya,mfn
SvaBIru,m
SvaBojana,n
SvaBojana,m
SvaBojin,mfn
SvaBra,mn
SvaBra,m
SvaBratiryaYc,m
SvaBrapati,m
SvaBramuKa,n
SvaBravat,mfn
SvaBravatI,f
SvaBrita,mfn
SvamAMsa,n
SvamuKa,m
Svaya,m
SvayaTa,m
SvayaTu,m
SvayaTukara,mfn
SvayaTucikitsA,f
SvayaTumat,mfn
Svayana,n
Svayas,n
SvayAtu,m
SvayIci,m
SvayUTa,n
SvayUTya,n
SvarUpaDArin,mfn
Svalih,mfn
Svalehya,mfn
SvalominI,f
Svavat,mfn
Svavat,m
Svavarta,m
SvavAla,m
SvavizWA,f
Svavftti,f
Svavftti,mfn
Svavfttin,mfn
SvavyAGra,m
SvaSIrza,mfn
SvaSura,m
SvaSuraka,m
SvaSurI,f
SvaSurIya,mfn
SvaSurya,m
SvaSrU,f
SvaSrUSvaSura,m
SvaSrUsnuzA,f
SvaSrUsnuzADanasaMvAda,m
SvasaTa,m
Svasana,mfn
Svasana,m
Svasana,n
Svasanamanoga,mfn
SvasanaranDra,n
Svasanavat,mfn
SvasanasamIraRa,n
SvasanASana,m
SvasaneSvara,m
Svasanotsuka,m
Svasanormi,mf
Svasaya,mfn
SvasAna,mfn
Svasita,mfn
Svasita,n
SvasIvat,mfn
Svasuta,m
Svasuna,m
SvasfgAla,n
Svastana,mfn
Svastana,n
Svastanavat,mfn
SvastanI,f
Svastya,mfn
Svaspfzwa,mfn
Svahata,mfn
Svahan,mfn
Svahan,m
SvAkarRa,mfn
SvAkunda,mfn
SvAgaRika,mfn
SvAgra,n
SvAjani,m
SvAjina,n
SvAtra,mfn
SvAtra,n
SvAtraBAj,mfn
SvAtrya,mfn
SvAda,m
SvAdaMzwf,m
SvAdaMzwra,mfn
SvAdanta,mfn
SvAna,m
SvAnacillikA,f
SvAnanidrA,f
SvAnala,m
SvAnavEKarI,f
SvAnI,f
SvAnocCizwa,n
SvAnta,mfn
SvApad,m
SvApada,m
SvApada,mfn
SvApadarAjan,m
SvApadasevita,mfn
SvApadAcarita,mfn
SvApadAnusaraRa,n
SvApAkaka,mfn
SvApucCa,mfn
SvAPalka,m
SvAPalkacEtraka,m
SvAPalki,m
SvABastra,mfn
SvABastri,m
SvAyUTika,mfn
SvAvarAha,mfn
SvAvarAhikA,f
SvAvicCalalita,mfn
SvAvidgarta,m
SvAvidgartIya,mfn
SvAvidroman,n
SvAviD,m
SvAviDa,m
SvAvilloman,n
SvAvillomApanayana,n
SvAvillomApaha,n
SvASura,mfn
SvASura,m
SvASuri,m
SvASva,m
SvAsa,m
SvAsakarmaprakASa,m
SvAsakAsa,m
SvAsakuWAra,m
SvAsatA,f
SvAsaDAraRa,n
SvAsapraSvAsaDAraRa,n
SvAsaroDa,m
SvAsaSeza,mfn
SvAsahikkA,f
SvAsaheti,f
SvAsA,f
SvAsAkula,mfn
SvAsAnila,m
SvAsAri,m
SvAsika,mfn
SvAsita,mfn
SvAsin,mfn
SvAsin,m
SvAsocCvAsa,m
SvAhi,m
Svikna,m
Svita,mfn
Svita,n
SvitAna,mfn
Sviti,f
SvitIci,mfn
Svitna,mfn
Svitnya,mfn
Svitya,mfn
Svitya,m
SvityaYc,mfn
Svitra,mfn
Svitra,m
SvitraGnI,f
Svitrahara,mfn
SvitrA,f
Svitrin,mfn
SvitropakASa,mfn
Svitrya,m
Sveta,mfn
Sveta,m
Sveta,n
Svetaka,mfn
Svetaka,m
Svetaka,n
SvetakaRwakArI,f
SvetakaRWin,mfn
Svetakanda,m
SvetakandA,f
Svetakapota,m
Svetakamala,n
SvetakarRa,m
Svetakalpa,m
SvetakAka,m
SvetakAkIya,mfn
SvetakARqA,f
SvetakApotI,f
SvetakAmbojI,f
Svetaki,m
SvetakiRihI,f
Svetakukzi,m
SvetakuYjara,m
SvetakuSa,m
SvetakuzWa,n
SvetakuzWa,mfn
SvetakfzRA,f
Svetaketu,m
SvetakeSa,m
Svetakola,m
Svetakolaka,m
SvetakzAra,m
SvetaKadira,m
SvetagaNgA,f
Svetagaja,m
Svetagarut,m
Svetagaruta,m
Svetagiri,m
SvetagirimAhAtmya,n
SvetaguYjA,f
SvetaguRavat,mfn
SvetagokarRI,f
SvetagoDUma,m
SvetaGaRwA,f
SvetaGaRwI,f
SvetaGozA,f
Svetacandana,n
Svetacampaka,m
SvetacaraRa,m
SvetacintAmaRi,m
SvetacillikA,f
SvetacillI,f
SvetacCattra,n
SvetacCattra,mfn
SvetacCattrin,mfn
SvetacCada,m
SvetajIraka,m
SvetawaNkaka,n
SvetawaNkaRa,n
SvetataRqula,m
SvetatantrI,f
Svetatapas,m
Svetatara,m
SvetatA,f
SvetadUrvA,f
Svetadyuti,m
Svetadruma,m
Svetadvipa,m
SvetadvIpa,mn
SvetadvIpa,m
SvetaDAtu,m
SvetaDAman,m
SvetanA,f
SvetanAman,m
SvetanIla,mfn
SvetanIla,m
SvetanyaNga,mfn
Svetapakza,mfn
Svetapawa,m
Svetapattra,n
Svetapattra,m
SvetapattraraTa,m
SvetapattrA,f
Svetapadma,n
SvetaparRa,m
SvetaparRA,f
SvetaparRAsa,m
Svetaparvata,m
SvetapAkI,f
SvetapAwalA,f
SvetapAda,m
SvetapiNga,m
SvetapiNgala,mfn
SvetapiNgala,m
SvetapiNgalaka,m
SvetapiRqItaka,m
SvetapItala,m
SvetapItala,mfn
SvetapuNKA,f
SvetapunarnavA,f
Svetapuzpa,n
Svetapuzpa,mfn
Svetapuzpa,m
Svetapuzpaka,mfn
Svetapuzpaka,m
SvetapuzpA,f
SvetapuzpikA,f
SvetaprasUnaka,mfn
SvetaprasUnaka,m
SvetaPalA,f
Svetabarbara,n
SvetabalA,f
SvetabindukA,f
SvetabuhnA,f
SvetabfhatI,f
SvetaBaRqA,f
SvetaBadra,m
SvetaBasman,n
SvetaBAnu,mfn
SvetaBAnu,m
SvetaBikzu,m
SvetaBiRqA,f
SvetaBujaMga,m
SvetamaRqala,m
SvetamaDya,m
SvetamandAra,m
SvetamandAraka,m
SvetamayUKa,m
Svetamarica,m
Svetamarica,n
SvetamahowikA,f
SvetamARqavya,m
SvetamADava,n
SvetamADavatIrTa,n
SvetamAla,m
SvetamUtra,mfn
SvetamUla,m
SvetamUlA,f
Svetamfd,f
Svetamoda,m
Svetayat,mfn
SvetayAvarI,f
Svetarakta,m
Svetarakta,mfn
SvetaraYjana,n
SvetaraTa,m
SvetaraSmi,m
Svetarasa,m
SvetarAjI,f
SvetarAvaka,m
SvetarAsnA,f
SvetarUpya,n
Svetarocis,m
Svetaroman,n
SvetaromANka,m
Svetarohita,m
SvetaloDra,m
Svetalohita,m
Svetavaktra,m
SvetavacA,f
SvetavatsA,f
SvetavarRa,mfn
SvetavarRA,f
Svetavalkala,m
Svetavastrin,mfn
Svetavah,mfn
Svetavah,m
SvetavAjin,m
SvetavArAha,m
SvetavArAhatIrTa,n
SvetavArija,n
SvetavArttAkI,f
SvetavAsas,m
SvetavAha,mfn
SvetavAha,m
SvetavAhana,mfn
SvetavAhana,m
SvetavAhin,m
SvetavAhI,f
Svetavfkza,m
Svetavrata,m
SvetaSarapuNKA,f
SvetaSAla,m
SvetaSiMSapA,f
SvetaSiKa,m
SvetaSigru,m
SvetaSimbikA,f
SvetaSIrza,m
SvetaSuNga,m
SvetaSUraRa,m
SvetaSfNga,m
SvetaSEla,m
SvetaSElamaya,mfn
SvetaSyAma,mfn
Svetasarpa,m
Svetasarzapa,m
SvetasAra,m
SvetasiMhI,f
SvetasidDa,m
SvetasurasA,f
SvetaspandA,f
Svetahanu,m
Svetahaya,m
Svetahastin,m
SvetahURa,m
SvetA,f
SvetAMSu,m
SvetAMSuka,mfn
SvetAkza,m
SvetAYjana,n
SvetARqa,mfn
SvetAtapatra,n
SvetAtrivft,f
SvetAtreya,m
SvetAdri,m
SvetAdrivAsAzwaka,n
SvetAnulepana,mfn
SvetAnulepana,m
SvetAnUkASa,mfn
SvetAparAjitakalpa,m
SvetAmbara,mfn
SvetAmbara,m
SvetAmbaracandra,m
SvetAmlI,f
SvetAyin,mfn
SvetAraRya,n
SvetAraRyamAhAtmya,n
SvetArka,m
SvetArkakalpa,m
SvetArcis,m
SvetArDavaktra,mfn
SvetAvara,m
SvetASva,m
SvetASva,mfn
SvetASvatara,m
SvetASvataraSAKA,f
SvetASvataraSAKin,f
SvetASvataropanizad,f
SvetASvadAnaviDi,m
SvetASvA,f
SvetAsTi,n
SvetAsya,m
SvetAhvA,f
Svetika,m
Svetita,mfn
Svetiman,m
SvetI,f
Svetekzu,m
SvetEraRqa,m
Svetotpala,m
Svetodara,m
SvetopakASa,mfn
SvetOhI,f
Svetya,mfn
SvetyA,f
Svetra,n
SvEkna,m
SvEta,n
SvEtacCattrika,mfn
SvEtarI,f
SvEtAMSava,mfn
SvEtya,m
SvEtya,n
SvEtra,n
SvEtreya,m
SvEtrya,n
SvoBAva,m
SvoBAvin,mfn
SvoBUta,mfn
SvoBUti,m
SvomaraRa,n
SvovasIya,n
SvovasIya,mfn
SvovasIyas,mfn
SvovasIyasa,mfn
SvovasIyasa,n
Svovasyasa,mfn
Svovijayin,mfn
za,mfn
za,m
za,n
zakAra,m
zawka,mfn
zawka,m
zawka,n
zawkapaYcASikA,f
zawkapAla,mfn
zawkamAsika,mfn
zawkarRa,mfn
zawkarRa,m
zawkarmakft,m
zawkarmadIpikA,f
zawkarman,n
zawkarman,m
zawkarmaprayoga,m
zawkarmavat,m
zawkarmaviDi,m
zawkarmaviveka,m
zawkarmavyAKyAnacintAmaRi,m
zawkala,mfn
zawkAra,m
zawkAraka,n
zawkArakapraticCandaka,m
zawkArakapraticCandasa,m
zawkArakaBeda,m
zawkArakavivecana,n
zawkukzi,mfn
zawkulIya,mfn
zawkUwA,f
zawkoRa,mfn
zawkoRa,n
zawKaRqa,mfn
zawKewaka,n
zawcakra,n
zawcakrakrama,m
zawcakradIpikA,f
zawcakraDyAnapadDati,f
zawcakranirUpaRa,n
zawcakranilaya,m
zawcakrapraBeda,m
zawcakraBeda,m
zawcakraBedawippaRI,f
zawcakraBedavivftiwIkA,f
zawcakravivftiwIkA,f
zawcakrasvarUpa,n
zawcakrAdisaMgraha,m
zawcakropanizaddIpikA,f
zawcatvAriMSa,mfn
zawcatvAriMSaka,mfn
zawcatvAriMSat,f
zawcaraRa,mfn
zawcaraRa,m
zawcaraRatA,f
zawciti,mfn
zawcitika,mfn
zawwaka,m
zawwaya,mfn
zawtakratEla,n
zawtantrI,f
zawtantrIsAra,m
zawtAla,m
zawtilin,mfn
zawtriMSa,mfn
zawtriMSacCatya,mfn
zawtriMSat,f
zawtriMSati,f
zawtriMSatka,mfn
zawtriMSattattva,n
zawtriMSatpadakajYAna,n
zawtriMSatsaMvatsara,mfn
zawtriMSatsahasra,mfn
zawtriMSadakzara,mfn
zawtriMSadaha,mfn
zawtriMSadAbdika,mfn
zawtriMSadizwaka,mfn
zawtriMSadUna,mfn
zawtriMSaddIpikA,f
zawtriMSadrAtra,mfn
zawtriMSadvikrama,mfn
zawtriMSanmata,n
zawtriMSika,mfn
zawtva,n
zawpakza,mfn
zawpaYcavarza,mfn
zawpaYcASa,mfn
zawpaYcASat,f
zawpaYcASatikahorA,f
zawpaYcASatikA,f
zawpaYcASattama,mfn
zawpaYcASadDorAvftti,f
zawpaYcASikA,f
zawpaYcASikAvftti,f
zawpattra,mfn
zawpad,mfn
zawpada,mfn
zawpada,m
zawpada,n
zawpadajya,mfn
zawpadapriya,m
zawpadA,f
zawpadAtiTi,m
zawpadAnandavarDana,m
zawpadABiDarma,m
zawpadArTavivaraRa,n
zawpadAlI,f
zawpadikA,f
zawpadI,f
zawpadezwa,m
zawpalaka,n
zawpalika,mfn
zawpAda,mfn
zawpAda,m
zawpAramitAnirdeSa,m
zawpAramitAparipUrRa,m
zawpArAyaRaviDi,m
zawpiRqaviDi,m
zawpitAputraka,m
zawputra,mfn
zawpura,n
zawpragATa,n
zawprajYa,mfn
zawprajYa,m
zawpraSnopanizad,f
zawpraSnopanizadBAzya,n
zawSata,n
zawSata,mfn
zawSatI,f
zawSamI,f
zawSAstravicAra,m
zawSAstrin,m
zawzazwa,mfn
zawzazwi,f
zawzazwitama,mfn
zawzoqaSin,mfn
zawsapta,mfn
zawsaptata,mfn
zawsaptati,f
zawsaptatitama,mfn
zawsahasra,mfn
zawsahasraSata,mfn
zawsahasrI,f
zawsAhasrI,f
zawsUtra,n
zawsTalanirRaya,m
zawsTalamahiman,m
zawsTalAnuBava,m
zawsTAnakavftti,f
zaqaMsa,m
zaqaMsa,mfn
zaqaMhri,m
zaqakza,mfn
zaqakzara,mfn
zaqakzaramaya,mfn
zaqakzarastotra,n
zaqakzarIdeva,m
zaqakzIRa,m
zaqaga,m
zaqaNga,n
zaqaNga,mfn
zaqaNga,m
zaqaNgaka,n
zaqaNgaguggulu,m
zaqaNgajit,mfn
zaqaNgajit,m
zaqaNgapAnIya,n
zaqaNgarudra,m
zaqaNgavid,mfn
zaqaNgasamanvAgata,m
zaqaNginI,f
zaqaNgI,f
zaqaNGri,m
zaqaDika,mfn
zaqaDikadaSan,mfn
zaqaDikadaSanAqIcakra,n
zaqanvayamahAratna,n
zaqanvayaSAmBavaraSmipUjAkrama,m
zaqaBijYa,m
zaqaBijYAta,mfn
zaqara,mfn
zaqaratni,mfn
zaqarca,n
zaqarTanirRaya,m
zaqarTasaMkzepa,m
zaqavatta,n
zaqaSIta,mfn
zaqaSIti,f
zaqaSIticakra,n
zaqaSItitama,mfn
zaqaSItimuKa,n
zaqaSra,mfn
zaqaSraka,mfn
zaqaSrA,f
zaqaSri,mfn
zaqaSva,mfn
zaqazwaka,n
zaqaha,m
zaqAtman,mfn
zaqAnana,mfn
zaqAnana,m
zaqAmnAya,m
zaqAmnAyazaqdaSanasaMkzepavAda,m
zaqAmnAyasaMhitA,f
zaqAmnAyastava,m
zaqAyatana,n
zaqAyatana,mfn
zaqAyatanaBedaka,m
zaqAra,mfn
zaqAvali,f
zaqAhuti,f
zaqAhuti,mfn
zaqAhutika,mfn
zaqika,m
zaqiqa,mfn
zaqiqa,m
zaquttara,mfn
zaqudyAma,mfn
zaqunnata,mfn
zaqunnayanamahAtantra,n
zaqupasatka,mfn
zaqUna,mfn
zaqUrmi,f
zaqUzaRa,n
zaqfkza,mfn
zaqfca,m
zaqftu,m
zaqftuvarRana,n
zaqftuvinoda,m
zaqftusUkta,n
zaqgata,mfn
zaqgayA,f
zaqgarBa,m
zaqgava,mn
zaqgava,n
zaqgavIya,mfn
zaqguRa,m
zaqguRa,n
zaqguRa,mfn
zaqguruBAzya,n
zaqguruSizya,m
zaqgranTa,m
zaqgranTA,f
zaqgranTi,mfn
zaqgranTi,n
zaqgranTikA,f
zaqgranTI,f
zaqgrahayogaSAnti,f
zaqgrahaSAnti,f
zaqja,m
zaqjagrAma,m
zaqjamaDyA,f
zaqjAmareSvara,m
zaqQotf,m
zaqdarSana,n
zaqdarSana,mfn
zaqdarSanacandrikA,f
zaqdarSanavicAra,m
zaqdarSanaviveka,m
zaqdarSanavftti,f
zaqdarSanasaMkzepa,m
zaqdarSanasaMgrahavftti,f
zaqdarSanasamuccaya,m
zaqdarSanasidDAntasaMgraha,m
zaqdarSinIniGaRwu,m
zaqdarSinIprakaraRa,n
zaqdaSana,mfn
zaqdurga,n
zaqdevatya,mfn
zaqDAra,mfn
zaqbindu,mfn
zaqbindu,m
zaqbindu,n
zaqBAga,m
zaqBAgadala,n
zaqBAgaBAj,mfn
zaqBAgaBft,mfn
zaqBAgIyA,f
zaqBAvavAdin,m
zaqBAzAcandrikA,f
zaqBAzAmaYjarI,f
zaqBAzAvArttika,n
zaqBAzAsubantarUpAdarSa,m
zaqBAzAsubantAdarSa,m
zaqBuja,mfn
zaqBuja,m
zaqBujA,f
zaqyoga,m
zaqyoga,mfn
zaqratnakAvya,n
zaqraTa,m
zaqrada,mfn
zaqrasa,m
zaqrasa,mfn
zaqrasa,n
zaqrasaniGaRwa,m
zaqrasaniGaRwu,m
zaqrasaratnamAlA,f
zaqrasAsava,m
zaqrAgacandrodaya,m
zaqrAtra,m
zaqreKA,f
zaqvaktra,mfn
zaqvaktra,m
zaqvaktrI,f
zaqvaktropanizaddIpikA,f
zaqvadana,m
zaqvarga,m
zaqvargaPala,n
zaqvargavaSya,mfn
zaqvargika,mfn
zaqvargIya,mfn
zaqvarzikamaha,m
zaqvArzikA,f
zaqviMSa,mfn
zaqviMSa,n
zaqviMSaka,mfn
zaqviMSati,f
zaqviMSatika,mfn
zaqviMSatitama,mfn
zaqviMSatima,mfn
zaqviMSatisUtra,n
zaqviMSatka,mfn
zaqviMSabrAhmaRa,n
zaqvidiksaMDAna,n
zaqvidyAgama,m
zaqvidyAgamasAMKyAyanatantra,n
zaqviDa,mfn
zaqviDayogaPala,n
zaqviDasAMKya,n
zaqviDAna,mfn
zaqvinDyA,f
zaqvizARa,mfn
zaqvfza,mfn
zaRqa,mn
zaRqa,m
zaRqa,n
zaRqakApAlika,m
zaRqatA,f
zaRqatAyogya,m
zaRqAlI,f
zaRqika,m
zaRQa,m
zaRQa,mn
zaRQatA,f
zaRQatila,m
zaRQatva,n
zaRQaveza,mfn
zaRQitA,f
zaRQI,f
zaRRagarika,m
zaRRagarI,f
zaRRavata,mfn
zaRRavati,f
zaRRavatitama,mfn
zaRRavatiSrAdDanirRaya,m
zaRRavatiSrAdDaprayoga,m
zaRRAqIcakra,n
zaRRABi,mfn
zaRRABika,mfn
zaRRAlika,mfn
zaRRiDana,n
zaRRivartanI,f
zaRmatasTApaka,m
zaRmayUKa,mfn
zaRmAtra,mfn
zaRmAsa,m
zaRmAsanicaya,mfn
zaRmAsika,mfn
zaRmAsI,f
zaRmAsya,mfn
zaRmAsya,n
zaRmuKa,mfn
zaRmuKa,m
zaRmuKakumAra,m
zaRmuKalakzaRa,n
zaRmuKavfttiniGaRwu,m
zaRmuKA,f
zaRmuKAgraja,m
zaRmuKI,f
zaRmuhUrtI,f
zatva,n
zatvaRatva,n
zaz,mfn
zazwa,mfn
zazwi,f
zazwika,mfn
zazwika,m
zazwika,n
zazwikya,mfn
zazwija,m
zazwitantra,n
zazwitama,mfn
zazwitriSata,mfn
zazwidakziRa,mfn
zazwidina,mfn
zazwipaTa,m
zazwipaTika,mfn
zazwipUrtiSAnti,f
zazwiBAga,m
zazwimatta,m
zazwiyojana,mfn
zazwiyojanI,f
zazwirAtra,m
zazwilatA,f
zazwivarzin,mfn
zazwivAsaraja,m
zazwividyA,f
zazwivrata,m
zazwiSata,n
zazwiSAli,m
zazwisaMvatsara,m
zazwisaMvatsaraPala,n
zazwisahasra,n
zazwisahasrin,mfn
zazwisAMvatsarI,f
zazwisAhasra,mfn
zazwihAyana,m
zazwihAyana,mfn
zazwIzwaka,mfn
zazwyaDika,mfn
zazwyaDikaSata,n
zazwyabda,n
zazWa,mfn
zazWa,m
zazWa,n
zazWaka,mfn
zazWakAla,m
zazWacandra,m
zazWaBakta,n
zazWaBakta,mfn
zazWama,mfn
zazWamI,f
zazWavatI,f
zazWAMSa,m
zazWAMSavftti,m
zazWAdi,mfn
zazWAnna,n
zazWAnnakAla,mfn
zazWAnnakAla,n
zazWAnnakAlaka,n
zazWAnnakAlatA,f
zazWAnnakAlika,mfn
zazWAhnika,mfn
zazWikA,f
zazWin,mfn
zazWI,f
zazWIjAgara,m
zazWIjAgaraka,m
zazWIjAgaraRamaha,m
zazWIjAya,mfn
zazWItatpuruza,m
zazWIdarpaRa,m
zazWIdAsa,m
zazWIdevI,f
zazWIpUjana,n
zazWIpUjA,f
zazWIpUjAviDi,m
zazWIpriya,m
zazWIvrata,n
zazWIvratodyApanaviDi,m
zazWIsamAsa,m
zazWya,m
zazWyarTadarpaRa,m
zazWyAdikalpaboDana,n
zazWyupAKyAnastotra,n
zahji,m
zAwkula,mfn
zAwkOSika,mfn
zAwpOruzika,mfn
zAqaRqaka,mfn
zAqava,m
zAqavika,m
zAqahika,mfn
zAqguRya,n
zAqguRyaguRavedin,mfn
zAqguRyaprayoga,m
zAqguRyavat,mfn
zAqguRyasaMyuta,mfn
zAqrasika,mfn
zAqvargika,mfn
zAqviDya,n
zARqa,m
zARqaSa,mf
zARQya,n
zARmAtura,m
zARmAsika,mfn
zARmAsika,m
zARmAsya,mfn
zARmAsyI,f
zAtvaRatvika,mfn
zAzwika,mfn
zAzwipaTa,mfn
zAzWa,mfn
zAzWika,mfn
zAzWika,n
zAhavilAsa,m
ziqga,m
zu,m
zuduvadIna,m
zU,f
zeqaSAha,m
zoqa,mfn
zoqat,mfn
zoqat,m
zoqanta,mfn
zoqaSa,mfn
zoqaSa,n
zoqaSaka,mfn
zoqaSaka,m
zoqaSaka,n
zoqaSakarmaprayoga,m
zoqaSakarmaviDi,m
zoqaSakala,mfn
zoqaSakalavidyA,f
zoqaSakalA,f
zoqaSakAraRajayamAlA,f
zoqaSakAraRapUjA,f
zoqaSakArikA,f
zoqaSakUrca,n
zoqaSagaRapatiDyAna,n
zoqaSagaRapatilakzaRa,n
zoqaSagfhIta,mfn
zoqaSagfhItArDa,m
zoqaSatva,n
zoqaSadala,mfn
zoqaSadAna,n
zoqaSan,mfn
zoqaSanityatantra,n
zoqaSanyAsa,m
zoqaSapakzaSAyin,mfn
zoqaSapada,mfn
zoqaSaBAga,m
zoqaSaBuja,mfn
zoqaSaBujarAmaDyAna,n
zoqaSaBujA,f
zoqaSaBedita,mfn
zoqaSama,mfn
zoqaSamAtfkA,f
zoqaSamudrAlakzaRa,n
zoqaSarAjika,mfn
zoqaSarAtra,m
zoqaSarca,m
zoqaSartuniSA,f
zoqaSartvikkratu,m
zoqaSalakzaRa,n
zoqaSavarza,mfn
zoqaSaviDa,mfn
zoqaSavistfta,mfn
zoqaSaSata,n
zoqaSasahasra,n
zoqaSasAhasra,n
zoqaSAMSa,m
zoqaSAMSu,m
zoqaSAMhri,m
zoqaSAkza,mfn
zoqaSAkzara,n
zoqaSAkzara,mfn
zoqaSANga,mfn
zoqaSANga,m
zoqaSANgulaka,mfn
zoqaSANGri,mfn
zoqaSANGri,m
zoqaSAQakamaya,mfn
zoqaSAtmaka,m
zoqaSAtman,m
zoqaSAditantra,n
zoqaSAyuDastuti,f
zoqaSAra,mfn
zoqaSAra,n
zoqaSArcis,m
zoqaSAvarta,m
zoqaSika,mfn
zoqaSikA,f
zoqaSikAmra,n
zoqaSigraha,m
zoqaSitva,n
zoqaSin,mfn
zoqaSin,m
zoqaSipAtra,n
zoqaSiprayoga,m
zoqaSimat,mfn
zoqaSiSastra,n
zoqaSisAman,n
zoqaSistotra,n
zoqaSI,f
zoqaSIbilva,n
zoqaSopacAra,m
zoQAnyAsa,m
zoQAmuKa,m
zoQAvihita,mfn
zwyuma,m
zwyUma,m
zWIvana,mfn
zWIvana,n
zWIvi,mfn
zWIvin,mfn
zWIvI,f
zWeva,m
zWevana,n
zWevitavya,mfn
zWevitf,mfn
zWevin,mfn
zWevya,mfn
zWyUta,mfn
zWyUta,n
zWyUti,f
sa,m
sa,n
sa,mfn
safkza,mfn
safRa,mfn
safzika,mfn
safzirAjanya,mfn
saMkakzikA,f
saMkawa,mfn
saMkawa,m
saMkawa,n
saMkawacaturTI,f
saMkawanASana,mfn
saMkawamuKa,mfn
saMkawastotra,n
saMkawasTa,mfn
saMkawaharacaturTIvrata,n
saMkawA,f
saMkawAnAmAzwaka,n
saMkawApanna,mfn
saMkawika,mfn
saMkawin,mfn
saMkawottIrRa,mfn
saMkaTana,n
saMkaTA,f
saMkaTita,mfn
saMkara,m
saMkaraka,mfn
saMkaraja,mfn
saMkarajAta,mfn
saMkarajAti,mfn
saMkarajAtIya,mfn
saMkaratA,f
saMkaramImAMsA,f
saMkarasaMkara,m
saMkarasveda,m
saMkarApAtrakftyA,f
saMkarASva,m
saMkarin,mfn
saMkarIkaraRa,n
saMkarza,mfn
saMkarzakARqa,m
saMkarzaRa,n
saMkarzaRa,m
saMkarzaRakARqa,m
saMkarzaRamaya,mfn
saMkarzaRavidyA,f
saMkarzaRaSaraRa,m
saMkarzaRasUtravicAra,m
saMkarzaReSvaratIrTa,n
saMkarzaBAwwadIpikA,f
saMkarzin,mfn
saMkala,m
saMkalana,n
saMkalikAcUrRa,n
saMkalita,mfn
saMkalita,n
saMkalitA,f
saMkalitin,mfn
saMkalitEkya,n
saMkaluza,n
saMkalpa,m
saMkalpaka,mfn
saMkalpakulmala,mfn
saMkalpakOmudI,f
saMkalpacandrikA,f
saMkalpaja,mfn
saMkalpaja,m
saMkalpajanman,mfn
saMkalpajUti,mfn
saMkalpadurgaBaYjana,n
saMkalpana,n
saMkalpanAmaya,mfn
saMkalpanIya,mfn
saMkalpapraBava,mfn
saMkalpaBava,mfn
saMkalpaBava,m
saMkalpamUla,mfn
saMkalpayoni,mfn
saMkalpayoni,m
saMkalparAma,m
saMkalparUpa,mfn
saMkalpavat,mfn
saMkalpaSrAdDaprayoga,m
saMkalpasampatti,f
saMkalpasamBava,mfn
saMkalpasamBava,m
saMkalpasidDa,mfn
saMkalpasidDi,f
saMkalpasUryodaya,m
