name
aMSAMsi
akasmAt
akARqe
akAmatas
akAraRam
akAraRAt
akAraRe
akAraRena
akAlakzepam
akAlatas
akAlahInam
akAlikam
akAle
akutaScid
akutas
akftakAram
aktuBis
aktos
akramam
akramaSas
akzapari
akzayyam
akzaraSas
akzasaNgam
akzinikARam
akzipat
akzRayA
aKilena
aKKala
agatyA
agoHprApaRam
agocareRa
agnisAt
agratas
agratas
agram
agraSas
agre
agre
agreRa
aGos
aNga
aNgaSas
aNgasamAKyAyam
aNgANgi
aNgirasvat
aciram
acirAt
acireRa
acCidreRa
ajasram
ajasreRa
ajiram
ajYAtam
ajYAtvA
ajYAnatas
ajYAnAt
aYjanavat
aYjas
aYjasA
awwa
awwawwa
awwAlikAbanDam
aRimatas
aRu
aRuSas
at
ataUrDvam
ataeva
ataHparam
atadarham
atarapaRyena
atarkitam
atas
ati
atikalyam
atikfcCram
atikramya
atigAQam
aticiram
aticirasya
aticirAt
atitamAm
atitarAm
atiTivat
atidozam
atinidram
atinidram
atiprage
atipraRudya
atiprARam
atimaryAdam
atimarSam
atimAtram
atimAtraSas
ativiSrabDam
ativelam
atiSayanam
atiSayam
atiSayena
atiSItam
atisanDam
atisAyam
atihimam
atIva
atonimittam
atorTam
atyantam
atyantaSas
atyantAya
atyarTam
atyAyam
atyAsam
atyuccEs
atyUmaSA
atyUrjitam
atrivat
atrEva
aTakim
aTakimu
aTaca
aTatu
aTarvavat
aTavA
aTavApi
aTAtas
aTAnantaram
aTApi
aTo
aTovA
adattvA
adatrayA
adayam
adUratas
adUrAt
adUre
adDA
adDAtamAm
adya
adyatas
adyapUrvam
adyapraBfti
adyAgreRa
adyApi
adyEva
advezas
advEtena
aDaHkfzRAjinam
aDaratas
aDarastAt
aDarasmAt
aDarAk
aDarAt
aDarAt
aDaredyus
aDarmatas
aDas
aDastarAm
aDastAt
aDastAnnABi
aDaspadam
aDi
aDikaRWam
aDikanDaram
aDikam
aDikarRam
aDikftya
aDiketanam
aDikziti
aDigfham
aDigopam
aDigrIvam
aDijaNGam
aDijAnu
aDijyotizam
aDidEvam
aDinAgam
aDiniSam
aDipaTam
aDipARi
aDipuranDri
aDipUtaBftam
aDiprajam
aDiprajYam
aDiBUtam
aDimaKam
aDimAtram
aDiyajYam
aDirajani
aDiraTyam
aDilaNkam
aDilokam
aDivakzas
aDividyam
aDivivAham
aDivfkzasUrye
aDivedam
aDivelam
aDiSiras
aDiSiroDaram
aDiSrotram
aDizAdam
aDistri
aDihari
aDihasti
aDIvAsas
aDunA
aDojAnu
aDoSvam
aDyakzaram
aDyagni
aDyaDi
aDyaDvam
aDyantena
aDyAkASam
aDyAtmam
aDyuras
aDyuzite
anakasmAt
anaDas
anantaHpAdam
anantaram
anantarAyam
ananyayogam
anapajayyam
anapanihitam
anapayati
anaparAdDam
anapAvft
anapekzatvAt
anapekzam
analam
anavakrAmam
anavamarSam
anavaratam
anavAnam
anavekzam
anavekzitam
anA
anAkzepam
anAKyAya
anAjYAtam
anAtmavat
anAdi
anAmayatA
anAyAsena
anAratam
anikAzam
anityam
animittatas
animizam
animizam
animizA
animezam
aniyantraRam
anirdaSam
aniSam
aniSitam
anizpattram
anIkaSas
anIcEs
anu
anukacCam
anukanaKalam
anukapolam
anukalam
anukAmam
anukAlam
anukramam
anukzaRam
anukzapam
anugaNgam
anugavam
anugiram
anugu
anuguRam
anugodam
anugrAmam
anuccEs
anujanam
anujyezWam
anutawam
anutilam
anudakam
anudinam
anudivasam
anudiSam
anudeham
anunadi
anunayam
anuniDAnam
anuniSam
anuniSITam
anupagItam
anupati
anupaTam
anupadam
anuparikrAmam
anuparicAram
anupariDi
anupariSrit
anuparihAram
anupAtam
anupAde
anupiRqam
anupUrvam
anupUrvaSas
anupUrveRa
anupratikrAmam
anuprapAtam
anuprapAdam
anubrAhmaRam
anuBavam
anuBitti
anuBUya
anumate
anumarSam
anumAlinItIram
anumAzam
anuyajus
anuyavam
anuyugam
anuyUpam
anurajju
anuraTam
anurahasam
anurAtram
anurUpatas
anurUpam
anurUpeRa
anulomam
anuvaMSam
anuvatsaram
anuvanam
anuvanAntam
anuvapram
anuvAte
anuvAram
anuvAsaram
anuvizRu
anuvedi
anuvedyantam
anuvelam
anuvyam
anuSivam
anuzak
anuzWyA
anuzvApam
anusaMvatsaram
anusaMsarpam
anusaMhitam
anusakTam
anusanDyam
anusamudram
anusavanam
anusAtam
anusAnu
anusAyam
anusAratas
anusItam
anusIram
anusUpam
anusomam
anuskandam
anusneham
anuspandyam
anUci
anUcInAham
anUtsAram
anUdya
anUpasadam
anfcam
anftu
anekakAlam
anekakAlAvaDi
anekatra
anekaDA
anekavAram
anekaSas
aneva
anevam
ano
anovAhyam
antaHkratu
antaHpariDi
antaHpaSu
antaHpAdam
antaHpratihAram
antaHsadas
antaHsadasam
antaHsalilam
antaHsAnu
antaHsAma
antaHsenam
antatas
antam
antar
antaratas
antaratas
antaram
antarA
antarAtmezwakam
antarAntarAt
antarAlake
antarAle
antarASfNgam
antare
antareRa
antargfham
antargeham
antarjAnu
antardaSAhAt
antarmuKam
antarvaRam
antarvAvat
antarvedi
antarhastam
antarhAsam
antavat
antaSas
anti
antikam
antikAt
antike
antikena
antevAsi
annaparyAyam
anyataratas
anyataredyus
anyatas
anyatra
anyaTA
anyaTAkAram
anyadA
anyarhi
anyAyatas
anyedyus
anyonyatas
anyonyam
anvak
anvak
anvakzam
anvakzaram
anvagBAvam
anvagBUya
anvagram
anvaNgam
anvaDyAyam
anvaByavacAram
anvayavat
anvaham
anvAkSAyam
anvAvftam
anvIpam
anvfcam
apa
apakAmam
apakrAmam
apawIkzepeRa
apataram
apadakziRam
apadAntaram
apadiSam
apamuKam
aparatas
aparatra
aparadakziRam
aparam
aparaSvas
aparaSvas
aparANmuKam
aparikrAmam
apariBogam
aparimitakftvas
aparimitaDA
aparivargam
apariSlaTam
apariskandam
aparihIRakAlam
apareRa
aparedyus
aparokzam
aparokzAt
apartu
aparyupya
aparvaRi
apalupam
apavAritakena
apavAritam
apavArya
apavizRu
apavIRam
apaSaNkam
apazWu
apasamam
apasalavi
apasalEH
apasavyam
apasavyena
apasPigam
apahAya
apAk
apAkAt
apIqayA
apunar
apUrvavat
apUrveRa
apfTak
apekzayA
apnavAnavat
appUrvam
apyarDam
aprakawam
aprakASam
apratA
apratikareRa
apratIkzam
apramAdam
aprayAsena
apralambam
aprAyu
abanDuram
abahir
abudDipUrvakam
abudDipUrvam
abudDyA
aBi
aBikarRakUpam
aBikAmam
aBikfzRam
aBiknUyam
aBikrAmam
aBiGozam
aBicEdyam
aBicCAyam
aBitas
aBitas
aBitigmaraSmi
aBitorAtram
aBidakziRam
aBidUtam
aBidUti
aBidozam
aBiDAyam
aBinaBas
aBinaByam
aBinAsikAvivaram
aBininartam
aBinivartam
aBipUrvam
aBipUrveRa
aBipfzWe
aBipradakziRam
aBiprayAyam
aBiprAtar
aBipriyatamam
aBipretya
aBiBartf
aBimArutam
aBimuKam
aBimuKe
aBimuni
aBiraSmimAli
aBirAmam
aBirAmam
aBilakzyam
aBivAtam
aBivAsas
aBivAhatas
aBiviDO
aBivyaktam
aBiSaNkitam
aBiSatru
aBiSOri
aBisaMDipUrvakam
aBisaMsAram
aBisaMsTam
aBisaMhftya
aBisAyam
aBiskandam
aBisTiram
aBisvayamAtfRRam
aBisvare
aBIke
aBIkzRam
aBIkzRaSas
aBItavat
aBIpatas
aBIzahA
aByagni
aByaDikam
aByaDvam
aByaDve
aByantaratas
aByantaram
aByamitram
aByayoDyam
aByari
aByarkabimbam
aByarDam
aByarDas
aByAkAram
aByAkAram
aByAkrAmam
aByAgAram
aByAgAre
aByAcAre
aByAtmataram
aByAtmam
aByAnandya
aByApAdam
aByAram
aByAvartam
aByASam
aByASAt
aByASe
aByujjayini
aByudIrite
am
amatyA
amanAk
amandam
amaravat
amavat
amA
amAt
amAtrayA
amAyayA
amArgeRa
amitam
amiTyA
amutas
amutra
amutrArTam
amuTA
amudA
amuyA
amurhi
amuvat
amuzmin
amfzA
amRas
amBastas
amyak
ayajuzkam
ayatnAt
ayatnena
ayaTA
ayaTAtaTam
ayaTAtaTA
ayaTApuram
ayaTApUrvam
ayaTAbalam
ayaTAmAtram
ayaTAyaTam
ayaTArTam
ayaTAvat
ayaToktam
ayA
ayi
ayuktam
ayugapad
ayujakAram
ayutaDA
ayutaSas
aye
araRyavat
aram
aram
arare
arAgadvezatas
arus
are
arere
arGApacayena
arjunatas
arTakAraRAt
arTatas
arTavat
arTAt
arTArTam
arTisAt
arDapaTe
arDamAsaSas
arDarcaSas
arDaSas
arDe
arpya
arbudaDA
arvAk
arvAc
arvAcInam
arhaRA
alaMtarAm
alakam
alaglam
alam
alale
aleSam
alpakam
alpakAt
alpam
alpaSas
alpAt
alpena
ava
avakASe
avakzAyam
avagrAham
avaGrAyam
avacakzaRam
avajYayA
avataram
avaDi
avaDes
avapAtam
avamarSam
avayavaSas
avayutyA
avaratas
avaraparam
avarastAt
avarArDatas
avarArDam
avaruRam
avareRa
avarzatarkye
avalIlayA
avalokezu
avaSezam
avaSyam
avazwaBya
avas
avasare
avasalavi
avasavi
avastAt
avahelayA
avAk
avAk
avANnABi
avAYcam
avAntarAm
avAritam
avikalpam
avigaRayya
aviGnatas
aviGnena
avicAraRAt
avicAram
avicAritam
avicCedAt
avicCedena
avijYAnAt
avitaTam
avitaTena
avida
aviditam
avidUratas
avidUram
