stem,stem_genders,form,form_gender,case,number
tatama,mfn,tatame,m,8,p
tatama,mfn,tatamA,f,1,s
tatama,mfn,tatame,f,1,d
tatama,mfn,tatamAs,f,1,p
tatama,mfn,tatamAm,f,2,s
tatama,mfn,tatame,f,2,d
tatama,mfn,tatamAs,f,2,p
tatama,mfn,tatamayA,f,3,s
tatama,mfn,tatamAByAm,f,3,d
tatama,mfn,tatamABis,f,3,p
tatama,mfn,tatamasyE,f,4,s
tatama,mfn,tatamAByAm,f,4,d
tatama,mfn,tatamAByas,f,4,p
tatama,mfn,tatamasyAs,f,5,s
tatama,mfn,tatamAByAm,f,5,d
tatama,mfn,tatamAByas,f,5,p
tatama,mfn,tatamasyAs,f,6,s
tatama,mfn,tatamayos,f,6,d
tatama,mfn,tatamAsAm,f,6,p
tatama,mfn,tatamasyAm,f,7,s
tatama,mfn,tatamayos,f,7,d
tatama,mfn,tatamAsu,f,7,p
tatama,mfn,tatamA,f,8,s
tatama,mfn,tatame,f,8,d
tatama,mfn,tatamAs,f,8,p
tatama,mfn,tatamat,n,1,s
tatama,mfn,tatame,n,1,d
tatama,mfn,tatamAni,n,1,p
tatama,mfn,tatamat,n,2,s
tatama,mfn,tatame,n,2,d
tatama,mfn,tatamAni,n,2,p
tatama,mfn,tatamena,n,3,s
tatama,mfn,tatamAByAm,n,3,d
tatama,mfn,tatamEs,n,3,p
tatama,mfn,tatamasmE,n,4,s
tatama,mfn,tatamAByAm,n,4,d
tatama,mfn,tatameByas,n,4,p
tatama,mfn,tatamasmAt,n,5,s
tatama,mfn,tatamAByAm,n,5,d
tatama,mfn,tatameByas,n,5,p
tatama,mfn,tatamasya,n,6,s
tatama,mfn,tatamayos,n,6,d
tatama,mfn,tatamezAm,n,6,p
tatama,mfn,tatamam,n,7,s
tatama,mfn,tatame,n,7,d
tatama,mfn,tatamAni,n,7,p
tatama,mfn,tatamam,n,8,s
tatama,mfn,tatame,n,8,d
tatama,mfn,tatamAni,n,8,p
ekatama,mfn,ekatamas,m,1,s
ekatama,mfn,ekatamO,m,1,d
ekatama,mfn,ekatame,m,1,p
ekatama,mfn,ekatamam,m,2,s
ekatama,mfn,ekatamO,m,2,d
ekatama,mfn,ekatamAn,m,2,p
ekatama,mfn,ekatamena,m,3,s
ekatama,mfn,ekatamAByAm,m,3,d
ekatama,mfn,ekatamEs,m,3,p
ekatama,mfn,ekatamasmE,m,4,s
ekatama,mfn,ekatamAByAm,m,4,d
ekatama,mfn,ekatameByas,m,4,p
ekatama,mfn,ekatamasmAt,m,5,s
ekatama,mfn,ekatamAByAm,m,5,d
ekatama,mfn,ekatameByas,m,5,p
ekatama,mfn,ekatamasya,m,6,s
ekatama,mfn,ekatamayos,m,6,d
ekatama,mfn,ekatamezAm,m,6,p
ekatama,mfn,ekatamasmin,m,7,s
ekatama,mfn,ekatamayos,m,7,d
ekatama,mfn,ekatamezu,m,7,p
ekatama,mfn,ekatamas,m,8,s
ekatama,mfn,ekatamO,m,8,d
ekatama,mfn,ekatame,m,8,p
ekatama,mfn,ekatamA,f,1,s
ekatama,mfn,ekatame,f,1,d
ekatama,mfn,ekatamAs,f,1,p
ekatama,mfn,ekatamAm,f,2,s
ekatama,mfn,ekatame,f,2,d
ekatama,mfn,ekatamAs,f,2,p
ekatama,mfn,ekatamayA,f,3,s
ekatama,mfn,ekatamAByAm,f,3,d
ekatama,mfn,ekatamABis,f,3,p
ekatama,mfn,ekatamasyE,f,4,s
ekatama,mfn,ekatamAByAm,f,4,d
ekatama,mfn,ekatamAByas,f,4,p
ekatama,mfn,ekatamasyAs,f,5,s
ekatama,mfn,ekatamAByAm,f,5,d
ekatama,mfn,ekatamAByas,f,5,p
ekatama,mfn,ekatamasyAs,f,6,s
ekatama,mfn,ekatamayos,f,6,d
ekatama,mfn,ekatamAsAm,f,6,p
ekatama,mfn,ekatamasyAm,f,7,s
ekatama,mfn,ekatamayos,f,7,d
ekatama,mfn,ekatamAsu,f,7,p
ekatama,mfn,ekatamA,f,8,s
ekatama,mfn,ekatame,f,8,d
ekatama,mfn,ekatamAs,f,8,p
ekatama,mfn,ekatamat,n,1,s
ekatama,mfn,ekatame,n,1,d
ekatama,mfn,ekatamAni,n,1,p
ekatama,mfn,ekatamat,n,2,s
ekatama,mfn,ekatame,n,2,d
ekatama,mfn,ekatamAni,n,2,p
ekatama,mfn,ekatamena,n,3,s
ekatama,mfn,ekatamAByAm,n,3,d
ekatama,mfn,ekatamEs,n,3,p
ekatama,mfn,ekatamasmE,n,4,s
ekatama,mfn,ekatamAByAm,n,4,d
ekatama,mfn,ekatameByas,n,4,p
ekatama,mfn,ekatamasmAt,n,5,s
ekatama,mfn,ekatamAByAm,n,5,d
ekatama,mfn,ekatameByas,n,5,p
ekatama,mfn,ekatamasya,n,6,s
ekatama,mfn,ekatamayos,n,6,d
ekatama,mfn,ekatamezAm,n,6,p
ekatama,mfn,ekatamam,n,7,s
ekatama,mfn,ekatame,n,7,d
ekatama,mfn,ekatamAni,n,7,p
ekatama,mfn,ekatamam,n,8,s
ekatama,mfn,ekatame,n,8,d
ekatama,mfn,ekatamAni,n,8,p
anya,mfn,anyas,m,1,s
anya,mfn,anyO,m,1,d
anya,mfn,anye,m,1,p
anya,mfn,anyam,m,2,s
anya,mfn,anyO,m,2,d
anya,mfn,anyAn,m,2,p
anya,mfn,anyena,m,3,s
anya,mfn,anyAByAm,m,3,d
anya,mfn,anyEs,m,3,p
anya,mfn,anyasmE,m,4,s
anya,mfn,anyAByAm,m,4,d
anya,mfn,anyeByas,m,4,p
anya,mfn,anyasmAt,m,5,s
anya,mfn,anyAByAm,m,5,d
anya,mfn,anyeByas,m,5,p
anya,mfn,anyasya,m,6,s
anya,mfn,anyayos,m,6,d
anya,mfn,anyezAm,m,6,p
anya,mfn,anyasmin,m,7,s
anya,mfn,anyayos,m,7,d
anya,mfn,anyezu,m,7,p
anya,mfn,anyas,m,8,s
anya,mfn,anyO,m,8,d
anya,mfn,anye,m,8,p
anya,mfn,anyA,f,1,s
anya,mfn,anye,f,1,d
anya,mfn,anyAs,f,1,p
anya,mfn,anyAm,f,2,s
anya,mfn,anye,f,2,d
anya,mfn,anyAs,f,2,p
anya,mfn,anyayA,f,3,s
anya,mfn,anyAByAm,f,3,d
anya,mfn,anyABis,f,3,p
anya,mfn,anyasyE,f,4,s
anya,mfn,anyAByAm,f,4,d
anya,mfn,anyAByas,f,4,p
anya,mfn,anyasyAs,f,5,s
anya,mfn,anyAByAm,f,5,d
anya,mfn,anyAByas,f,5,p
anya,mfn,anyasyAs,f,6,s
anya,mfn,anyayos,f,6,d
anya,mfn,anyAsAm,f,6,p
anya,mfn,anyasyAm,f,7,s
anya,mfn,anyayos,f,7,d
anya,mfn,anyAsu,f,7,p
anya,mfn,anyA,f,8,s
anya,mfn,anye,f,8,d
anya,mfn,anyAs,f,8,p
anya,mfn,anyat,n,1,s
anya,mfn,anye,n,1,d
anya,mfn,anyAni,n,1,p
anya,mfn,anyat,n,2,s
anya,mfn,anye,n,2,d
anya,mfn,anyAni,n,2,p
anya,mfn,anyena,n,3,s
anya,mfn,anyAByAm,n,3,d
anya,mfn,anyEs,n,3,p
anya,mfn,anyasmE,n,4,s
anya,mfn,anyAByAm,n,4,d
anya,mfn,anyeByas,n,4,p
anya,mfn,anyasmAt,n,5,s
anya,mfn,anyAByAm,n,5,d
anya,mfn,anyeByas,n,5,p
anya,mfn,anyasya,n,6,s
anya,mfn,anyayos,n,6,d
anya,mfn,anyezAm,n,6,p
anya,mfn,anyam,n,7,s
anya,mfn,anye,n,7,d
anya,mfn,anyAni,n,7,p
anya,mfn,anyam,n,8,s
anya,mfn,anye,n,8,d
anya,mfn,anyAni,n,8,p
anyatara,mfn,anyataras,m,1,s
anyatara,mfn,anyatarO,m,1,d
anyatara,mfn,anyatare,m,1,p
anyatara,mfn,anyataram,m,2,s
anyatara,mfn,anyatarO,m,2,d
anyatara,mfn,anyatarAn,m,2,p
anyatara,mfn,anyatareRa,m,3,s
anyatara,mfn,anyatarAByAm,m,3,d
anyatara,mfn,anyatarEs,m,3,p
anyatara,mfn,anyatarasmE,m,4,s
anyatara,mfn,anyatarAByAm,m,4,d
anyatara,mfn,anyatareByas,m,4,p
anyatara,mfn,anyatarasmAt,m,5,s
anyatara,mfn,anyatarAByAm,m,5,d
anyatara,mfn,anyatareByas,m,5,p
anyatara,mfn,anyatarasya,m,6,s
anyatara,mfn,anyatarayos,m,6,d
anyatara,mfn,anyatarezAm,m,6,p
anyatara,mfn,anyatarasmin,m,7,s
anyatara,mfn,anyatarayos,m,7,d
anyatara,mfn,anyatarezu,m,7,p
anyatara,mfn,anyataras,m,8,s
anyatara,mfn,anyatarO,m,8,d
anyatara,mfn,anyatare,m,8,p
anyatara,mfn,anyatarA,f,1,s
anyatara,mfn,anyatare,f,1,d
anyatara,mfn,anyatarAs,f,1,p
anyatara,mfn,anyatarAm,f,2,s
anyatara,mfn,anyatare,f,2,d
anyatara,mfn,anyatarAs,f,2,p
anyatara,mfn,anyatarayA,f,3,s
anyatara,mfn,anyatarAByAm,f,3,d
anyatara,mfn,anyatarABis,f,3,p
anyatara,mfn,anyatarasyE,f,4,s
anyatara,mfn,anyatarAByAm,f,4,d
anyatara,mfn,anyatarAByas,f,4,p
anyatara,mfn,anyatarasyAs,f,5,s
anyatara,mfn,anyatarAByAm,f,5,d
anyatara,mfn,anyatarAByas,f,5,p
anyatara,mfn,anyatarasyAs,f,6,s
anyatara,mfn,anyatarayos,f,6,d
anyatara,mfn,anyatarAsAm,f,6,p
anyatara,mfn,anyatarasyAm,f,7,s
anyatara,mfn,anyatarayos,f,7,d
anyatara,mfn,anyatarAsu,f,7,p
anyatara,mfn,anyatarA,f,8,s
anyatara,mfn,anyatare,f,8,d
anyatara,mfn,anyatarAs,f,8,p
anyatara,mfn,anyatarat,n,1,s
anyatara,mfn,anyatare,n,1,d
anyatara,mfn,anyatarARi,n,1,p
anyatara,mfn,anyatarat,n,2,s
anyatara,mfn,anyatare,n,2,d
anyatara,mfn,anyatarARi,n,2,p
anyatara,mfn,anyatareRa,n,3,s
anyatara,mfn,anyatarAByAm,n,3,d
anyatara,mfn,anyatarEs,n,3,p
anyatara,mfn,anyatarasmE,n,4,s
anyatara,mfn,anyatarAByAm,n,4,d
anyatara,mfn,anyatareByas,n,4,p
anyatara,mfn,anyatarasmAt,n,5,s
anyatara,mfn,anyatarAByAm,n,5,d
anyatara,mfn,anyatareByas,n,5,p
anyatara,mfn,anyatarasya,n,6,s
anyatara,mfn,anyatarayos,n,6,d
anyatara,mfn,anyatarezAm,n,6,p
anyatara,mfn,anyataram,n,7,s
anyatara,mfn,anyatare,n,7,d
anyatara,mfn,anyatarARi,n,7,p
anyatara,mfn,anyataram,n,8,s
anyatara,mfn,anyatare,n,8,d
anyatara,mfn,anyatarARi,n,8,p
itara,mfn,itaras,m,1,s
itara,mfn,itarO,m,1,d
itara,mfn,itare,m,1,p
itara,mfn,itaram,m,2,s
itara,mfn,itarO,m,2,d
itara,mfn,itarAn,m,2,p
itara,mfn,itareRa,m,3,s
itara,mfn,itarAByAm,m,3,d
itara,mfn,itarEs,m,3,p
itara,mfn,itarasmE,m,4,s
itara,mfn,itarAByAm,m,4,d
itara,mfn,itareByas,m,4,p
itara,mfn,itarasmAt,m,5,s
itara,mfn,itarAByAm,m,5,d
itara,mfn,itareByas,m,5,p
itara,mfn,itarasya,m,6,s
itara,mfn,itarayos,m,6,d
itara,mfn,itarezAm,m,6,p
itara,mfn,itarasmin,m,7,s
itara,mfn,itarayos,m,7,d
itara,mfn,itarezu,m,7,p
itara,mfn,itaras,m,8,s
itara,mfn,itarO,m,8,d
itara,mfn,itare,m,8,p
itara,mfn,itarA,f,1,s
itara,mfn,itare,f,1,d
itara,mfn,itarAs,f,1,p
itara,mfn,itarAm,f,2,s
itara,mfn,itare,f,2,d
itara,mfn,itarAs,f,2,p
itara,mfn,itarayA,f,3,s
itara,mfn,itarAByAm,f,3,d
itara,mfn,itarABis,f,3,p
itara,mfn,itarasyE,f,4,s
itara,mfn,itarAByAm,f,4,d
itara,mfn,itarAByas,f,4,p
itara,mfn,itarasyAs,f,5,s
itara,mfn,itarAByAm,f,5,d
itara,mfn,itarAByas,f,5,p
itara,mfn,itarasyAs,f,6,s
itara,mfn,itarayos,f,6,d
itara,mfn,itarAsAm,f,6,p
itara,mfn,itarasyAm,f,7,s
itara,mfn,itarayos,f,7,d
itara,mfn,itarAsu,f,7,p
itara,mfn,itarA,f,8,s
itara,mfn,itare,f,8,d
itara,mfn,itarAs,f,8,p
itara,mfn,itarat,n,1,s
itara,mfn,itare,n,1,d
itara,mfn,itarARi,n,1,p
itara,mfn,itarat,n,2,s
itara,mfn,itare,n,2,d
itara,mfn,itarARi,n,2,p
itara,mfn,itareRa,n,3,s
itara,mfn,itarAByAm,n,3,d
itara,mfn,itarEs,n,3,p
itara,mfn,itarasmE,n,4,s
itara,mfn,itarAByAm,n,4,d
itara,mfn,itareByas,n,4,p
itara,mfn,itarasmAt,n,5,s
itara,mfn,itarAByAm,n,5,d
itara,mfn,itareByas,n,5,p
itara,mfn,itarasya,n,6,s
itara,mfn,itarayos,n,6,d
itara,mfn,itarezAm,n,6,p
itara,mfn,itaram,n,7,s
itara,mfn,itare,n,7,d
itara,mfn,itarARi,n,7,p
itara,mfn,itaram,n,8,s
itara,mfn,itare,n,8,d
itara,mfn,itarARi,n,8,p
nema,mfn,nemas,m,1,s
nema,mfn,nemO,m,1,d
nema,mfn,neme,m,1,p
nema,mfn,nemam,m,2,s
nema,mfn,nemO,m,2,d
nema,mfn,nemAn,m,2,p
nema,mfn,nemena,m,3,s
nema,mfn,nemAByAm,m,3,d
nema,mfn,nemEs,m,3,p
nema,mfn,nemasmE,m,4,s
nema,mfn,nemAByAm,m,4,d
nema,mfn,nemeByas,m,4,p
nema,mfn,nemasmAt,m,5,s
nema,mfn,nemAByAm,m,5,d
nema,mfn,nemeByas,m,5,p
nema,mfn,nemasya,m,6,s
nema,mfn,nemayos,m,6,d
nema,mfn,nemezAm,m,6,p
nema,mfn,nemasmin,m,7,s
nema,mfn,nemayos,m,7,d
nema,mfn,nemezu,m,7,p
nema,mfn,nemas,m,8,s
nema,mfn,nemO,m,8,d
nema,mfn,neme,m,8,p
nema,mfn,nemA,f,1,s
nema,mfn,neme,f,1,d
nema,mfn,nemAs,f,1,p
nema,mfn,nemAm,f,2,s
nema,mfn,neme,f,2,d
nema,mfn,nemAs,f,2,p
nema,mfn,nemayA,f,3,s
nema,mfn,nemAByAm,f,3,d
nema,mfn,nemABis,f,3,p
nema,mfn,nemasyE,f,4,s
nema,mfn,nemAByAm,f,4,d
nema,mfn,nemAByas,f,4,p
nema,mfn,nemasyAs,f,5,s
nema,mfn,nemAByAm,f,5,d
nema,mfn,nemAByas,f,5,p
nema,mfn,nemasyAs,f,6,s
nema,mfn,nemayos,f,6,d
nema,mfn,nemAsAm,f,6,p
nema,mfn,nemasyAm,f,7,s
nema,mfn,nemayos,f,7,d
nema,mfn,nemAsu,f,7,p
nema,mfn,nemA,f,8,s
nema,mfn,neme,f,8,d
nema,mfn,nemAs,f,8,p
nema,mfn,nemam,n,1,s
nema,mfn,neme,n,1,d
nema,mfn,nemAni,n,1,p
nema,mfn,nemam,n,2,s
nema,mfn,neme,n,2,d
nema,mfn,nemAni,n,2,p
nema,mfn,nemena,n,3,s
nema,mfn,nemAByAm,n,3,d
nema,mfn,nemEs,n,3,p
nema,mfn,nemasmE,n,4,s
nema,mfn,nemAByAm,n,4,d
nema,mfn,nemeByas,n,4,p
nema,mfn,nemasmAt,n,5,s
nema,mfn,nemAByAm,n,5,d
nema,mfn,nemeByas,n,5,p
nema,mfn,nemasya,n,6,s
nema,mfn,nemayos,n,6,d
nema,mfn,nemezAm,n,6,p
nema,mfn,nemam,n,7,s
nema,mfn,neme,n,7,d
nema,mfn,nemAni,n,7,p
nema,mfn,nemam,n,8,s
nema,mfn,neme,n,8,d
nema,mfn,nemAni,n,8,p
sama,mfn,samas,m,1,s
sama,mfn,samO,m,1,d
sama,mfn,same,m,1,p
sama,mfn,samam,m,2,s
sama,mfn,samO,m,2,d
sama,mfn,samAn,m,2,p
sama,mfn,samena,m,3,s
sama,mfn,samAByAm,m,3,d
sama,mfn,samEs,m,3,p
sama,mfn,samasmE,m,4,s
sama,mfn,samAByAm,m,4,d
sama,mfn,sameByas,m,4,p
sama,mfn,samasmAt,m,5,s
sama,mfn,samAByAm,m,5,d
sama,mfn,sameByas,m,5,p
sama,mfn,samasya,m,6,s
sama,mfn,samayos,m,6,d
sama,mfn,samezAm,m,6,p
sama,mfn,samasmin,m,7,s
sama,mfn,samayos,m,7,d
sama,mfn,samezu,m,7,p
sama,mfn,samas,m,8,s
sama,mfn,samO,m,8,d
sama,mfn,same,m,8,p
sama,mfn,samA,f,1,s
sama,mfn,same,f,1,d
sama,mfn,samAs,f,1,p
sama,mfn,samAm,f,2,s
sama,mfn,same,f,2,d
sama,mfn,samAs,f,2,p
sama,mfn,samayA,f,3,s
sama,mfn,samAByAm,f,3,d
sama,mfn,samABis,f,3,p
sama,mfn,samasyE,f,4,s
sama,mfn,samAByAm,f,4,d
sama,mfn,samAByas,f,4,p
sama,mfn,samasyAs,f,5,s
sama,mfn,samAByAm,f,5,d
sama,mfn,samAByas,f,5,p
sama,mfn,samasyAs,f,6,s
sama,mfn,samayos,f,6,d
sama,mfn,samAsAm,f,6,p
sama,mfn,samasyAm,f,7,s
sama,mfn,samayos,f,7,d
sama,mfn,samAsu,f,7,p
sama,mfn,samA,f,8,s
sama,mfn,same,f,8,d
sama,mfn,samAs,f,8,p
sama,mfn,samam,n,1,s
sama,mfn,same,n,1,d
sama,mfn,samAni,n,1,p
sama,mfn,samam,n,2,s
sama,mfn,same,n,2,d
sama,mfn,samAni,n,2,p
sama,mfn,samena,n,3,s
sama,mfn,samAByAm,n,3,d
sama,mfn,samEs,n,3,p
sama,mfn,samasmE,n,4,s
sama,mfn,samAByAm,n,4,d
sama,mfn,sameByas,n,4,p
sama,mfn,samasmAt,n,5,s
sama,mfn,samAByAm,n,5,d
sama,mfn,sameByas,n,5,p
sama,mfn,samasya,n,6,s
sama,mfn,samayos,n,6,d
sama,mfn,samezAm,n,6,p
sama,mfn,samam,n,7,s
sama,mfn,same,n,7,d
sama,mfn,samAni,n,7,p
sama,mfn,samam,n,8,s
sama,mfn,same,n,8,d
sama,mfn,samAni,n,8,p
sima,mfn,simas,m,1,s
sima,mfn,simO,m,1,d
sima,mfn,sime,m,1,p
sima,mfn,simam,m,2,s
sima,mfn,simO,m,2,d
sima,mfn,simAn,m,2,p
sima,mfn,simena,m,3,s
sima,mfn,simAByAm,m,3,d
sima,mfn,simEs,m,3,p
sima,mfn,simasmE,m,4,s
sima,mfn,simAByAm,m,4,d
sima,mfn,simeByas,m,4,p
sima,mfn,simasmAt,m,5,s
sima,mfn,simAByAm,m,5,d
sima,mfn,simeByas,m,5,p
sima,mfn,simasya,m,6,s
sima,mfn,simayos,m,6,d
sima,mfn,simezAm,m,6,p
sima,mfn,simasmin,m,7,s
sima,mfn,simayos,m,7,d
sima,mfn,simezu,m,7,p
sima,mfn,simas,m,8,s
sima,mfn,simO,m,8,d
sima,mfn,sime,m,8,p
sima,mfn,simA,f,1,s
sima,mfn,sime,f,1,d
sima,mfn,simAs,f,1,p
sima,mfn,simAm,f,2,s
sima,mfn,sime,f,2,d
sima,mfn,simAs,f,2,p
sima,mfn,simayA,f,3,s
sima,mfn,simAByAm,f,3,d
sima,mfn,simABis,f,3,p
sima,mfn,simasyE,f,4,s
sima,mfn,simAByAm,f,4,d
sima,mfn,simAByas,f,4,p
sima,mfn,simasyAs,f,5,s
sima,mfn,simAByAm,f,5,d
sima,mfn,simAByas,f,5,p
sima,mfn,simasyAs,f,6,s
sima,mfn,simayos,f,6,d
sima,mfn,simAsAm,f,6,p
sima,mfn,simasyAm,f,7,s
sima,mfn,simayos,f,7,d
sima,mfn,simAsu,f,7,p
sima,mfn,simA,f,8,s
sima,mfn,sime,f,8,d
sima,mfn,simAs,f,8,p
sima,mfn,simam,n,1,s
sima,mfn,sime,n,1,d
sima,mfn,simAni,n,1,p
sima,mfn,simam,n,2,s
sima,mfn,sime,n,2,d
sima,mfn,simAni,n,2,p
sima,mfn,simena,n,3,s
sima,mfn,simAByAm,n,3,d
sima,mfn,simEs,n,3,p
sima,mfn,simasmE,n,4,s
sima,mfn,simAByAm,n,4,d
sima,mfn,simeByas,n,4,p
sima,mfn,simasmAt,n,5,s
sima,mfn,simAByAm,n,5,d
sima,mfn,simeByas,n,5,p
sima,mfn,simasya,n,6,s
sima,mfn,simayos,n,6,d
sima,mfn,simezAm,n,6,p
sima,mfn,simam,n,7,s
sima,mfn,sime,n,7,d
sima,mfn,simAni,n,7,p
sima,mfn,simam,n,8,s
sima,mfn,sime,n,8,d
sima,mfn,simAni,n,8,p
pUrva,mfn,pUrvas,m,1,s
pUrva,mfn,pUrvO,m,1,d
pUrva,mfn,pUrve,m,1,p
pUrva,mfn,pUrvam,m,2,s
pUrva,mfn,pUrvO,m,2,d
pUrva,mfn,pUrvAn,m,2,p
pUrva,mfn,pUrveRa,m,3,s
pUrva,mfn,pUrvAByAm,m,3,d
pUrva,mfn,pUrvEs,m,3,p
pUrva,mfn,pUrvasmE,m,4,s
pUrva,mfn,pUrvAByAm,m,4,d
pUrva,mfn,pUrveByas,m,4,p
pUrva,mfn,pUrvasmAt,m,5,s
pUrva,mfn,pUrvAByAm,m,5,d
pUrva,mfn,pUrveByas,m,5,p
pUrva,mfn,pUrvasya,m,6,s
pUrva,mfn,pUrvayos,m,6,d
pUrva,mfn,pUrvezAm,m,6,p
pUrva,mfn,pUrvasmin,m,7,s
pUrva,mfn,pUrvayos,m,7,d
pUrva,mfn,pUrvezu,m,7,p
pUrva,mfn,pUrvas,m,8,s
pUrva,mfn,pUrvO,m,8,d
pUrva,mfn,pUrve,m,8,p
pUrva,mfn,pUrvA,f,1,s
pUrva,mfn,pUrve,f,1,d
pUrva,mfn,pUrvAs,f,1,p
pUrva,mfn,pUrvAm,f,2,s
pUrva,mfn,pUrve,f,2,d
pUrva,mfn,pUrvAs,f,2,p
pUrva,mfn,pUrvayA,f,3,s
pUrva,mfn,pUrvAByAm,f,3,d
pUrva,mfn,pUrvABis,f,3,p
pUrva,mfn,pUrvasyE,f,4,s
pUrva,mfn,pUrvAByAm,f,4,d
pUrva,mfn,pUrvAByas,f,4,p
pUrva,mfn,pUrvasyAs,f,5,s
pUrva,mfn,pUrvAByAm,f,5,d
pUrva,mfn,pUrvAByas,f,5,p
pUrva,mfn,pUrvasyAs,f,6,s
pUrva,mfn,pUrvayos,f,6,d
pUrva,mfn,pUrvAsAm,f,6,p
pUrva,mfn,pUrvasyAm,f,7,s
pUrva,mfn,pUrvayos,f,7,d
pUrva,mfn,pUrvAsu,f,7,p
pUrva,mfn,pUrvA,f,8,s
pUrva,mfn,pUrve,f,8,d
pUrva,mfn,pUrvAs,f,8,p
pUrva,mfn,pUrvam,n,1,s
pUrva,mfn,pUrve,n,1,d
pUrva,mfn,pUrvARi,n,1,p
pUrva,mfn,pUrvam,n,2,s
pUrva,mfn,pUrve,n,2,d
pUrva,mfn,pUrvARi,n,2,p
pUrva,mfn,pUrveRa,n,3,s
pUrva,mfn,pUrvAByAm,n,3,d
pUrva,mfn,pUrvEs,n,3,p
pUrva,mfn,pUrvasmE,n,4,s
pUrva,mfn,pUrvAByAm,n,4,d
pUrva,mfn,pUrveByas,n,4,p
pUrva,mfn,pUrvasmAt,n,5,s
pUrva,mfn,pUrvAByAm,n,5,d
pUrva,mfn,pUrveByas,n,5,p
pUrva,mfn,pUrvasya,n,6,s
pUrva,mfn,pUrvayos,n,6,d
pUrva,mfn,pUrvezAm,n,6,p
pUrva,mfn,pUrvam,n,7,s
pUrva,mfn,pUrve,n,7,d
pUrva,mfn,pUrvARi,n,7,p
pUrva,mfn,pUrvam,n,8,s
pUrva,mfn,pUrve,n,8,d
pUrva,mfn,pUrvARi,n,8,p
para,mfn,paras,m,1,s
para,mfn,parO,m,1,d
para,mfn,pare,m,1,p
para,mfn,param,m,2,s
para,mfn,parO,m,2,d
para,mfn,parAn,m,2,p
para,mfn,pareRa,m,3,s
para,mfn,parAByAm,m,3,d
para,mfn,parEs,m,3,p
para,mfn,parasmE,m,4,s
para,mfn,parAByAm,m,4,d
para,mfn,pareByas,m,4,p
para,mfn,parasmAt,m,5,s
para,mfn,parAByAm,m,5,d
para,mfn,pareByas,m,5,p
para,mfn,parasya,m,6,s
para,mfn,parayos,m,6,d
para,mfn,parezAm,m,6,p
para,mfn,parasmin,m,7,s
para,mfn,parayos,m,7,d
para,mfn,parezu,m,7,p
para,mfn,paras,m,8,s
para,mfn,parO,m,8,d
para,mfn,pare,m,8,p
para,mfn,parA,f,1,s
para,mfn,pare,f,1,d
para,mfn,parAs,f,1,p
para,mfn,parAm,f,2,s
para,mfn,pare,f,2,d
para,mfn,parAs,f,2,p
para,mfn,parayA,f,3,s
para,mfn,parAByAm,f,3,d
para,mfn,parABis,f,3,p
para,mfn,parasyE,f,4,s
para,mfn,parAByAm,f,4,d
para,mfn,parAByas,f,4,p
para,mfn,parasyAs,f,5,s
para,mfn,parAByAm,f,5,d
para,mfn,parAByas,f,5,p
para,mfn,parasyAs,f,6,s
para,mfn,parayos,f,6,d
para,mfn,parAsAm,f,6,p
para,mfn,parasyAm,f,7,s
para,mfn,parayos,f,7,d
para,mfn,parAsu,f,7,p
para,mfn,parA,f,8,s
para,mfn,pare,f,8,d
para,mfn,parAs,f,8,p
para,mfn,param,n,1,s
para,mfn,pare,n,1,d
para,mfn,parARi,n,1,p
para,mfn,param,n,2,s
para,mfn,pare,n,2,d
para,mfn,parARi,n,2,p
para,mfn,pareRa,n,3,s
para,mfn,parAByAm,n,3,d
para,mfn,parEs,n,3,p
para,mfn,parasmE,n,4,s
para,mfn,parAByAm,n,4,d
para,mfn,pareByas,n,4,p
para,mfn,parasmAt,n,5,s
para,mfn,parAByAm,n,5,d
para,mfn,pareByas,n,5,p
para,mfn,parasya,n,6,s
para,mfn,parayos,n,6,d
para,mfn,parezAm,n,6,p
para,mfn,param,n,7,s
para,mfn,pare,n,7,d
para,mfn,parARi,n,7,p
para,mfn,param,n,8,s
para,mfn,pare,n,8,d
para,mfn,parARi,n,8,p
avara,mfn,avaras,m,1,s
avara,mfn,avarO,m,1,d
avara,mfn,avare,m,1,p
avara,mfn,avaram,m,2,s
avara,mfn,avarO,m,2,d
avara,mfn,avarAn,m,2,p
avara,mfn,avareRa,m,3,s
avara,mfn,avarAByAm,m,3,d
avara,mfn,avarEs,m,3,p
avara,mfn,avarasmE,m,4,s
avara,mfn,avarAByAm,m,4,d
avara,mfn,avareByas,m,4,p
avara,mfn,avarasmAt,m,5,s
avara,mfn,avarAByAm,m,5,d
avara,mfn,avareByas,m,5,p
avara,mfn,avarasya,m,6,s
avara,mfn,avarayos,m,6,d
avara,mfn,avarezAm,m,6,p
avara,mfn,avarasmin,m,7,s
avara,mfn,avarayos,m,7,d
avara,mfn,avarezu,m,7,p
avara,mfn,avaras,m,8,s
avara,mfn,avarO,m,8,d
avara,mfn,avare,m,8,p
avara,mfn,avarA,f,1,s
avara,mfn,avare,f,1,d
avara,mfn,avarAs,f,1,p
avara,mfn,avarAm,f,2,s
avara,mfn,avare,f,2,d
avara,mfn,avarAs,f,2,p
avara,mfn,avarayA,f,3,s
avara,mfn,avarAByAm,f,3,d
avara,mfn,avarABis,f,3,p
avara,mfn,avarasyE,f,4,s
avara,mfn,avarAByAm,f,4,d
avara,mfn,avarAByas,f,4,p
