stem,stem_genders,form,form_gender,case,number
saKi,m,saKiByas,m,5,p
saKi,m,saKyus,m,6,s
saKi,m,saKyos,m,6,d
saKi,m,saKInAm,m,6,p
saKi,m,saKyO,m,7,s
saKi,m,saKyos,m,7,d
saKi,m,saKIzu,m,7,p
saKi,m,saKe,m,8,s
saKi,m,saKAyO,m,8,d
saKi,m,saKAyas,m,8,p
savyezwf,m,savyezwA,m,1,s
savyezwf,m,savyezwarO,m,1,d
savyezwf,m,savyezwaras,m,1,p
savyezwf,m,savyezwaram,m,2,s
savyezwf,m,savyezwarO,m,2,d
savyezwf,m,savyezwFn,m,2,p
savyezwf,m,savyezwrA,m,3,s
savyezwf,m,savyezwfByAm,m,3,d
savyezwf,m,savyezwfBis,m,3,p
savyezwf,m,savyezwre,m,4,s
savyezwf,m,savyezwfByAm,m,4,d
savyezwf,m,savyezwfByas,m,4,p
savyezwf,m,savyezwus,m,5,s
savyezwf,m,savyezwfByAm,m,5,d
savyezwf,m,savyezwfByas,m,5,p
savyezwf,m,savyezwus,m,6,s
savyezwf,m,savyezwros,m,6,d
savyezwf,m,savyezwFRAm,m,6,p
savyezwf,m,savyezwari,m,7,s
savyezwf,m,savyezwros,m,7,d
savyezwf,m,savyezwfzu,m,7,p
savyezwf,m,savyezwar,m,8,s
savyezwf,m,savyezwarO,m,8,d
savyezwf,m,savyezwaras,m,8,p
susaKi,m,susaKA,m,1,s
susaKi,m,susaKAyO,m,1,d
susaKi,m,susaKAyas,m,1,p
susaKi,m,susaKAyam,m,2,s
susaKi,m,susaKAyO,m,2,d
susaKi,m,susaKIn,m,2,p
susaKi,m,susaKinA,m,3,s
susaKi,m,susaKiByAm,m,3,d
susaKi,m,susaKiBis,m,3,p
susaKi,m,susaKaye,m,4,s
susaKi,m,susaKiByAm,m,4,d
susaKi,m,susaKiByas,m,4,p
susaKi,m,susaKes,m,5,s
susaKi,m,susaKiByAm,m,5,d
susaKi,m,susaKiByas,m,5,p
susaKi,m,susaKes,m,6,s
susaKi,m,susaKyos,m,6,d
susaKi,m,susaKInAm,m,6,p
susaKi,m,susaKO,m,7,s
susaKi,m,susaKyos,m,7,d
susaKi,m,susaKIzu,m,7,p
susaKi,m,susaKe,m,8,s
susaKi,m,susaKAyO,m,8,d
susaKi,m,susaKAyas,m,8,p
svanaquh,n,svanaquMt,n,1,s
svanaquh,n,svanaquhI,n,1,d
svanaquh,n,svanaqvAMhi,n,1,p
svanaquh,n,svanaquMt,n,2,s
svanaquh,n,svanaquhI,n,2,d
svanaquh,n,svanaqvAMhi,n,2,p
svanaquh,n,svanaquhA,n,3,s
svanaquh,n,svanaqudByAm,n,3,d
svanaquh,n,svanaqudBis,n,3,p
svanaquh,n,svanaquhe,n,4,s
svanaquh,n,svanaqudByAm,n,4,d
svanaquh,n,svanaqudByas,n,4,p
svanaquh,n,svanaquhas,n,5,s
svanaquh,n,svanaqudByAm,n,5,d
svanaquh,n,svanaqudByas,n,5,p
svanaquh,n,svanaquhas,n,6,s
svanaquh,n,svanaquhos,n,6,d
svanaquh,n,svanaquhAm,n,6,p
svanaquh,n,svanaquhi,n,7,s
svanaquh,n,svanaquhos,n,7,d
svanaquh,n,svanaqutsu,n,7,p
svanaquh,n,svanaquMt,n,8,s
svanaquh,n,svanaquhI,n,8,d
svanaquh,n,svanaqvAMhi,n,8,p
svasf,f,svasA,f,1,s
svasf,f,svasArO,f,1,d
svasf,f,svasAras,f,1,p
svasf,f,svasAram,f,2,s
svasf,f,svasArO,f,2,d
svasf,f,svasFs,f,2,p
svasf,f,svasrA,f,3,s
svasf,f,svasfByAm,f,3,d
svasf,f,svasfBis,f,3,p
svasf,f,svasre,f,4,s
svasf,f,svasfByAm,f,4,d
svasf,f,svasfByas,f,4,p
svasf,f,svasus,f,5,s
svasf,f,svasfByAm,f,5,d
svasf,f,svasfByas,f,5,p
svasf,f,svasus,f,6,s
svasf,f,svasros,f,6,d
svasf,f,svasFRAm,f,6,p
svasf,f,svasari,f,7,s
svasf,f,svasros,f,7,d
svasf,f,svasfzu,f,7,p
svasf,f,svasAr,f,8,s
svasf,f,svasArO,f,8,d
svasf,f,svasAras,f,8,p
