name
aGa#2
ajira#2
aDvar
amitr
aSan
asU
Akul
Avil
iras#2
utkaRW
uruz
kaRqU#2
kaRv
kadarT
karuR
kalaNk
kaval
kusum
kfcCr
KelA#2
cakAs
citr
tapas#2
taruR
tuhin
daRq
durdin
namas#2
nikazA#2
nIhAr
palAy
pavitr
pulak
putr
pratikUl
pratirUp
prasAd
mahI#2
mAlyaguR
mukul
mudr
vimanA
viSad
vizA
vErA
SalaB
SiTil
saKI
sapiRq
saBAj
sudin
tantr
